C_max,C_min,Ca,Cag,Cag_max,Cag_max_sim,Cag_min,Cag_min_sim,Cag_sim,Cag_span,Cag_span_sim,Cb,Cbg,Cbg_max,Cbg_max_sim,Cbg_min,Cbg_min_sim,Cbg_sim,Cbg_span,Cbg_span_sim,Eout_rail,R_max,R_min,Ra,Rag,Rag_max,Rag_max_sim,Rag_min,Rag_min_sim,Rag_sim,Rag_span,Rag_span_sim,Rb,Rbg,Rbg_max,Rbg_max_sim,Rbg_min,Rbg_min_sim,Rbg_sim,Rbg_span,Rbg_span_sim,Rs,Rsg,Rsg_max,Rsg_max_sim,Rsg_min,Rsg_min_sim,Rsg_sim,Rsg_span,Rsg_span_sim,RsolA,RsolAg,RsolAg_max,RsolAg_max_sim,RsolAg_min,RsolAg_min_sim,RsolAg_sim,RsolAg_span,RsolAg_span_sim,RsolB,RsolBg,RsolBg_max,RsolBg_max_sim,RsolBg_min,RsolBg_min_sim,RsolBg_sim,RsolBg_span,RsolBg_span_sim,Rsol_max,Rsol_min,TECabs,TECabs_sim,TERabs,TERabs_sim,Va_rail,chamber,circuitValuesKnown,cross_section,data_location,fpass,fs,fs_sim,high_RSME,idx_best12,idx_bestabs,idx_bestabs_sim,import_error,manually_validated,meas_ID,meas_idx,n_freqs,predicted_TER,resnormbest12,resnormbestabs,resnormbestabs_sim,rsme_simVSmeasured_sim,rsme_simVSmeasured_threshold_sim,signal_buffer_end,signal_buffer_end_sim,signal_buffer_start,signal_buffer_start_sim,simVSmeasured_sim,tauMEMabs,tauMEMabs_sim,taua,taua_sim,taub,taub_sim,ter_sim_sim,total_guesses,vpipette_gain_adjust
0.001,1e-13,1.07e-06,1.03622587473237e-06,1.08243079844498e-06,6.48813632650892e-07,9.91993266458645e-07,5.8113890878388e-07,6.14044661635328e-07,9.04375319863327e-08,6.76747238670121e-08,1.01e-06,1.0900641004212e-06,1.13267922710237e-06,6.25697685017731e-06,1.04905229529709e-06,3.45452943036584e-06,4.64918387182689e-06,8.36269318052767e-08,2.80244741981147e-06,0,500000,1,988,2629.0232442775,18802.612597436,37904.5590679387,367.595895683875,1079.13789648991,6395.64274642923,18435.0167017521,36825.4211714488,994,2399.84545892538,15879.926466449,16225.6645459128,362.675371255206,179.472028903821,1706.47383114062,15517.2510951938,16046.192517009,10029,2430.91718961518,6166.54013294846,3262.01050619716,958.293995557127,1272.62837214375,2037.48058160501,5208.24613739133,1989.38213405341,99.2,107.564174160099,113.225518716829,218.873107681768,102.185900262291,100.023535701957,147.961015475042,11.0396184545377,118.849571979812,0.28,15.3193132471424,16.9702531857548,Inf,13.828983916461,0,0.0100000000120917,3.14126926929381,Inf,250,0.01,5.31231694252676e-07,5.42405962292205e-07,1638.75526061721,1628.06321962814,0,model,1,1,Miller HDD,NaN,20100,20100,0,26,40,9,0,0,20221201_125932,3,111,1754.419472,0.000674978923971901,0.088284695081026,0.762323599706098,10.5752112099456,12,5.902,5.902,5.98,5.98,1,0.00266765643368096,0.00708985852892317,0.00272426191099319,0.00392721028617158,0.00261598538133338,0.00793371061343363,1754.41947215053,50,1
0.001,1e-13,1.07e-06,1.2277472926638e-06,1.2545241608268e-06,1.22517136502682e-06,1.20154195647364e-06,1.19179339714565e-06,1.20836713924655e-06,5.29822043531604e-08,3.33779678811686e-08,9.2e-08,9.10636285162147e-08,9.18583136130393e-08,9.18724780118717e-08,9.02758184030283e-08,9.10670408398734e-08,9.14688728867231e-08,1.58249521001101e-09,8.05437171998295e-10,0,500000,1,9837,7914.90989643046,8110.00371629559,8148.55847899863,7724.50924316316,7906.21835984838,8026.47386172516,385.49447313243,242.340119150254,9790,9252.97375905506,9475.96764147988,9655.47873746441,9035.22749602704,9429.80041879463,9541.97240837577,440.740145452837,225.678318669772,1000.9,1003.56893367279,1007.56502454073,1005.88215566228,999.588691650169,1001.88383032939,1003.88100239765,7.97633289055898,3.99832533289009,0.4,20.2247693169535,22.1845220787689,Inf,18.4381386478208,0,0.0100012011228792,3.74638343094801,Inf,98.7,81.1965501877014,85.2167400194806,132.736999674882,77.3660170628068,76.5713132137787,100.815903394071,7.85072295667379,56.1656864611028,250,0.01,8.47757033061935e-08,8.50322496288119e-08,948.144052272056,949.618709245668,0,model,1,1,Miller HDD,NaN,20100,20100,0,50,17,24,0,0,20221117_175625,2,111,1051.434668,0.000771025795108022,0.0137126524499317,0.0034858255575413,2.68392056432328,12,5.902,5.902,5.98,5.98,1,0.00562591387173818,0.00566654265636761,0.00971750919702042,0.00969892725853003,0.000842609365064873,0.000872793461310342,1051.43466809515,50,1
0.001,1e-13,1.07e-06,1.36743574216851e-06,3.04156106632172e-05,1.07162888803344e-06,6.14776579587552e-08,1.06840278055155e-06,1.07001461844888e-06,3.03541330052585e-05,3.22610748188443e-09,1.01e-06,7.01453401241676e-07,3.30303977861706e-06,1.01356884217879e-06,1.48964864819014e-07,1.01045918223372e-06,1.01201281780695e-06,3.15407491379805e-06,3.10965994507258e-09,0,500000,1,988,53.6905001308546,1187.37450008747,1034.42950150807,2.42776799071308,990.100215949389,1012.02217012651,1184.94673209676,44.3292855586851,994,49.7943664687806,248.071358395185,1039.39798009921,9.99502299688033,995.581422874861,1017.25381294956,238.076335398305,43.816557224346,100.3,1451.17348576838,269639562.98797,100.250514502284,0.00781007231454056,100.007780464878,100.129073928782,269639562.980159,0.24273403740608,0.35,0.0100000000003205,Inf,1.54896577379686,0,0.291336027023184,0.671765981970558,Inf,1.25762974677367,0.28,0.0100000010742259,Inf,3.22850815213541e+22,0,3.09740590470064e-27,0.0100000001068992,Inf,3.22850815213541e+22,250,0.01,4.63626799617926e-07,5.20102900785223e-07,96.596460797272,95.4207957114207,0,model,1,1,Miller HDD,NaN,20100,20100,0,3,18,26,0,0,20221018_192722,3,111,96.09876051,0.0530500925580306,0.570689517159912,0.000261659475157247,1.6439896544281,12,5.902,5.902,5.98,5.98,1,5.3448809603882e-05,0.00105624504773041,7.34183088938335e-05,0.00108287851622972,3.49284277222006e-05,0.00102947389766795,96.0987605052106,50,10
0.001,1e-13,1.07e-06,2.04105833602111e-06,2.10416344289819e-06,1.96786190329674e-06,1.9798457886443e-06,1.89810311153481e-06,1.93266779393624e-06,1.24317654253884e-07,6.97587917619316e-08,2.34e-06,1.16176365260085e-06,1.20039522992604e-06,1.10294275056141e-06,1.12437533143782e-06,1.0609827104449e-06,1.08175930268993e-06,7.60198984882266e-08,4.19600401165082e-08,0,500000,1,9837,1852.38625043495,2014.13830161673,2203.60326118603,1703.62423377092,1986.53750955372,2092.25728210489,310.514067845812,217.065751632314,994,2045.84011536292,2220.8258041248,2534.27409760382,1884.64208667533,2289.24895489701,2408.64782177928,336.183717449471,245.025142706808,100.3,101.266251988755,102.610211866177,104.402653409283,99.939894922195,102.767206073957,103.581702040369,2.67031694398244,1.63544733532547,0.4,18.9609049444007,20.533386102313,11.2981074894764,17.5088470318152,8.67843952026033,9.90201709455307,3.02453907049777,2.61966796921607,98.7,81.0068088918076,82.6358167130471,87.9713655246489,79.4099138587901,85.4706896607856,86.7120134802139,3.225902854257,2.50067586386328,250,0.01,7.40355660118201e-07,6.93558443473289e-07,98.7022133038863,101.251546813564,0,model,1,1,Miller HDD,NaN,20100,20100,0,35,2,23,0,0,20221117_174837,1,111,198.4796987,0.0274569196303155,0.16768356681939,0.0643998562710936,1.5701430111356,12,5.902,5.902,5.98,5.98,1,0.00311364421483215,0.00337515188526768,0.00378082839798115,0.00404363826575268,0.00237678268506137,0.00260557718811358,198.479698663471,50,1
0.001,1e-13,2.35e-06,2.49571674977672e-06,2.50915368245963e-06,2.51536016389398e-06,2.48235177408919e-06,2.50354018976479e-06,2.50944321753689e-06,2.68019083704368e-08,1.18199741291881e-08,2.34e-06,2.12322733772392e-06,2.19960842194459e-06,2.20275481371254e-06,2.04949857560227e-06,2.13492765451968e-06,2.1685760692033e-06,1.50109846342314e-07,6.78271591928639e-08,0,500000,1,988,687.008625169834,692.989336558745,647.887199035784,681.079529162041,642.868018612451,645.372729458338,11.9098073967042,5.0191804233333,98.9,95.4495080340504,97.1124026387466,95.4701836082399,93.8150878403582,94.0403809382357,94.7525853724435,3.29731479838843,1.42980267000422,1000.9,1519.8457476155,1547.50913261344,1768.32920664478,1492.67687528532,1733.91411746971,1751.03711432265,54.8322573281184,34.4150891750692,99.2,103.589837186398,104.710287992435,102.665845692529,102.481375746762,101.718738836383,102.191195048374,2.22891224567351,0.947106856145965,98.7,99.1926283053023,100.635605392701,96.4663908867057,97.7703415378613,95.2313105070849,95.8468613154844,2.86526385484021,1.2350803796208,250,0.01,1.14722627725263e-06,1.16329544087176e-06,516.532885317401,520.233799431075,0,model,1,1,Miller HDD,NaN,20100,20100,0,16,22,7,0,0,20221214_165635,2,111,718.9643788,0.0017515124595069,0.0191819467208539,0.00388049588946862,4.44890669890941,12,5.902,5.902,5.98,5.98,1,0.000387094926998214,0.000386507947148478,0.00171457893307743,0.0016195262187225,0.000202661004830195,0.000205478189133824,718.964378771913,50,1
0.001,1e-13,1.07e-06,1.00609172581429e-06,1.05752637702242e-06,9.31883420469229e-07,9.57158689130755e-07,8.39492884656623e-07,8.84482617586911e-07,1.00367687891666e-07,9.23905358126062e-08,2.34e-06,3.85036834844878e-06,3.94476939126249e-06,3.5055513853746e-06,3.75822638747241e-06,3.33739118614185e-06,3.42043802693698e-06,1.8654300379008e-07,1.68160199232746e-07,0,500000,1,99.2,67.344185665478,69.4774934318481,73.6337994588213,65.2763811549286,69.0504014048085,71.3052831814921,4.2011122769195,4.58339805401278,994,156.235706189825,160.228451374625,168.712779460895,152.342456531405,160.284290391381,164.444544256862,7.88599484321932,8.42848906951457,100.3,137.683995807033,140.462233053993,149.835504780117,134.960710001699,143.775994242725,146.774482361962,5.50152305229409,6.05951053739219,99.2,95.4682090075684,96.9554203064817,91.5561052134174,94.0038102284774,88.357697310579,89.9426852577944,2.95161007800422,3.19840790283844,98.7,109.64344342277,110.626889422694,110.073916785961,108.668740017344,108.019888872919,109.042066465316,1.95814940534956,2.05402791304141,250,0.01,7.97664075782477e-07,7.0275812939953e-07,85.2102132098926,90.4571500494938,0,model,1,1,Miller HDD,NaN,20100,20100,0,32,8,9,0,0,20221212_163928,1,111,289.7709342,0.0501388190631666,0.130498536159638,0.133751606900702,2.36538445186547,12,5.902,5.902,5.98,5.98,1,0.000228542767158822,0.000214118871225239,6.77544279797387e-05,6.30682835161421e-05,0.000601565018010844,0.000562472372498492,289.770934227063,50,1
0.001,1e-13,9.2e-08,9.58000600936298e-08,1.02175492623793e-07,9.37347047509546e-08,8.98224346980635e-08,8.57138608893282e-08,8.96346107456577e-08,1.23530579257292e-08,8.02084386162637e-09,2.34e-06,3.17706021605135e-06,3.57732117004109e-06,3.90971070539335e-06,2.82158384350498e-06,1.98214898681696e-06,2.78381556742591e-06,7.55737326536113e-07,1.92756171857639e-06,0,500000,1,988,915.149427065154,985.496825867004,1052.75800465617,849.823613709642,776.182447057565,903.953695834841,135.673212157363,276.575557598607,994,728.114431587915,883.275344168991,1212.39564040114,600.209922066116,473.894496343153,757.989196081669,283.065422102875,738.501144057992,10029,499999.993962446,2.98217010540032e+22,1.58700314712561e+44,8.3831567323986e-12,1.57529533636356e-33,499999.865646112,2.98217010540032e+22,1.58700314712561e+44,0.35,0.0100000000000008,Inf,Inf,0,0,0.0100000000000005,Inf,Inf,0.28,25.446884247365,28.2903758760895,Inf,22.8891945704435,0,0.0100000000000005,5.40118130564598,Inf,250,0.01,9.29958916478099e-08,8.68385422755797e-08,1637.88091755488,1656.43708276584,0,model,1,1,Miller HDD,NaN,20100,20100,0,30,23,49,0,0,20221018_182244,3,111,1655.569472,0.00142742170369127,0.648909648504269,0.309307406144132,3.00611356618067,12,5.902,5.902,5.98,5.98,1,0.00132712494550777,0.00118466832121619,8.76713701074926e-05,8.10255376582546e-05,0.00231326339333081,0.0021101021239928,1655.56947215053,50,10
0.001,1e-13,9.2e-08,3.15806662087382e-07,3.88283882560023e-07,1.46800178555149e-07,2.56858067765293e-07,1.22180973166403e-07,1.33926056750991e-07,1.3142581479473e-07,2.46192053887461e-08,2.34e-06,2.63142825686623e-06,2.66468426257159e-06,2.56812132180488e-06,2.59858729542372e-06,2.54772288828075e-06,2.55790177126568e-06,6.60969671478723e-08,2.03984335241279e-08,0,500000,1,99.2,75.6533238051823,83.8341291657047,87.3720530109989,68.2708278803609,79.264786691519,83.2197521308308,15.5633012853438,8.10726631947995,994,671.602252738625,698.011378278373,657.391359388168,646.192311357585,645.153500369555,651.243684516001,51.8190669207873,12.2378590186132,1000.9,1501.55015793054,1619.60745268814,1725.82143799326,1392.09835879618,1651.09081567023,1688.04263149882,227.509093891963,74.7306223230348,99.2,120.016422577747,127.557239989716,110.242168465033,112.921396617877,102.697454473376,106.402960846886,14.6358433718384,7.54471399165692,98.7,101.546601138014,102.865640649234,102.030328160029,100.24447558583,101.319111779465,101.674098096523,2.62116506340398,0.711216380564451,250,0.01,2.81966859505854e-07,1.27262856196264e-07,498.950047917814,511.786372236423,0,model,1,1,Miller HDD,NaN,20100,20100,0,6,1,4,0,0,20221209_162613,2,111,720.4079414,0.00240589955069198,0.0888456970471008,0.00543379568679961,3.1028691810533,12,5.902,5.902,5.98,5.98,1,0.000200394476542562,0.000198631005345804,2.38918236667305e-05,1.11452932466771e-05,0.00176727314523143,0.00166581737414907,720.407941359057,50,1
0.001,1e-13,9.2e-08,9.08865840720389e-08,9.15279062572021e-08,9.24010180778859e-08,9.02497555343543e-08,9.14539249463836e-08,9.19262518123327e-08,1.27815072284775e-09,9.47093131502257e-10,9.2e-08,9.16070224241018e-08,9.45682706838e-08,9.20067371464872e-08,8.87385007331794e-08,8.76582238905676e-08,8.98061643999307e-08,5.82976995062066e-09,4.34851325591965e-09,0,500000,1,9837,12267.7465837414,12384.6585318717,9890.99132000318,12151.9382916854,9754.92877814036,9822.72446278707,232.720240186252,136.062541862821,994,1092.25144563083,1116.64096353188,1010.27732221235,1068.39464021559,976.354239850301,993.170955559331,48.2463233162973,33.9230823620464,10029,8534.29803368624,8586.03061903227,10111.3967157363,8482.87714771626,9990.36208881118,10050.6972103343,103.153471316014,121.034626925115,0.4,0.01000000000508,Inf,Inf,0,0,0.0100000000096607,Inf,Inf,0.28,10.9025072275282,122.569050958156,Inf,0.969777141269407,0,0.0100010252642543,121.599273816887,Inf,250,0.01,4.56226905971818e-08,4.54269208267462e-08,5207.66708295787,5209.63301689351,0,model,1,1,Miller HDD,NaN,20100,20100,0,15,3,21,0,0,20221219_171012,1,111,5207.971419,0.000164598432763197,0.0105521928355729,0.00540470967709566,10.205897086624,12,5.902,5.902,5.98,5.98,1,0.000183032699127775,0.00016391771589175,0.00111497358125768,0.000902966242449325,0.000100057902672661,8.91928741121976e-05,5207.9714189837,50,1
0.001,1e-13,9.2e-08,9.75687518295845e-08,9.99169566044594e-08,1.00370834859711e-07,9.52757335400883e-08,9.28982278356314e-08,9.65622736106081e-08,4.6412230643711e-09,7.47260702407922e-09,2.34e-06,1.94217918352204e-06,2.49480497825181e-06,2.53725375625717e-06,1.51196587059464e-06,1.27150467712117e-06,1.7961430951136e-06,9.82839107657164e-07,1.26574907913599e-06,0,500000,1,988,1306.07916900509,1477.49597098577,1411.57759869661,1154.54987980165,993.729528156701,1184.36748566877,322.946091184116,417.848070539912,98.9,136.90126740619,176.589434531019,195.653867732027,106.132946555923,96.5601344034648,137.449495323781,70.4564879750962,99.0937333285618,10029,2865.75770202296,3782.76457318197,6244.48043480915,2171.04899018226,2090.58665369364,3613.11879907969,1611.71558299971,4153.89378111552,0.4,0.0100001191067122,1.4253102091228e+296,Inf,7.01618367063913e-301,0,0.0100000199806975,1.4253102091228e+296,Inf,98.7,121.218727046621,124.060017923987,116.969205860997,118.442508978245,108.412648348151,112.609686006892,5.61750894574222,8.55655751284579,250,0.01,9.29016745066495e-08,9.1635847744793e-08,959.731635261733,967.769793935804,0,model,1,1,Miller HDD,NaN,20100,20100,0,39,35,30,0,0,20221102_174402,3,111,1079.72416,0.00238731799964756,0.0224076902810615,0.0646778276968274,3.3848528803989,12,5.902,5.902,5.98,5.98,1,0.000252751086250704,0.00023309948446015,0.000127432514310448,0.000114365217206655,0.000265886791754087,0.000246878961952659,1079.72415998705,50,10
0.001,1e-13,2.35e-06,1.16953736705515e-06,1.33711689819471e-06,9.27039714455978e-07,1.02296041190193e-06,8.07802460890653e-07,8.65369841559611e-07,3.14156486292774e-07,1.19237253565325e-07,1.01e-06,1.9080829943599e-06,2.35310510138168e-06,7.06891374355509e-06,1.54722401104298e-06,3.68264861114713e-06,5.10218829327398e-06,8.05881090338704e-07,3.38626513240796e-06,0,500000,1,988,864.992670944937,1914.38273563871,2330.03703777026,390.837373770416,656.077619791159,1236.40007835876,1523.54536186829,1673.9594179791,994,1111.29814465948,2782.85861178917,1298.80601747734,443.782361450837,225.452627003726,541.12773779258,2339.07625033834,1073.35339047362,1000.9,980.021863411702,1492.83801200096,1552.39551512137,643.367093444781,690.927718470739,1035.66070284964,849.470918556183,861.46779665063,99.2,113.260573041102,148.516852240147,162.551199884742,86.3737495921094,80.5727100799604,114.442958286926,62.1431026480381,81.9784898047818,0.28,0.0100000677151879,Inf,Inf,0,0,0.0100000000000005,Inf,Inf,250,0.01,7.25097347718461e-07,7.39880496376753e-07,655.143219964356,654.387608571583,0,model,1,1,Miller HDD,NaN,20100,20100,0,27,30,26,0,0,20221204_135006,2,111,764.5320634,0.00127702668145476,0.656046584627713,0.669029068921914,4.81121450785097,12,5.902,5.902,5.98,5.98,1,0.00149694971260066,0.00224615164164593,0.00101164125089894,0.00106994333991361,0.00212044909148846,0.00276093560893113,764.532063428207,50,1
0.001,1e-13,2.35e-06,1.51187239003423e-06,1.66580291358272e-06,1.66638462777108e-06,1.37216600181814e-06,1.34182637201817e-06,1.4953256633486e-06,2.93636911764584e-07,3.24558255752905e-07,2.34e-06,5.14376363692281e-06,5.61012214260202e-06,1.16574397780808e-05,4.7161726037319e-06,4.53034233793296e-06,7.26719980312523e-06,8.93949538870122e-07,7.12709744014788e-06,0,500000,1,99.2,104.613119885757,122.861190459468,138.004267076775,89.0753606676315,99.7430666049761,117.324203823464,33.7858297918369,38.2612004717985,994,135.81099529657,169.263926891754,204.401720424572,108.969623842181,58.2586410489315,109.124545634789,60.2943030495736,146.143079375641,100.3,149.538962046566,169.424201817781,192.565130214603,131.987643619032,118.659495888069,151.161110332271,37.4365581987483,73.9056343265336,99.2,92.3045755756093,95.0200599283539,130.637090693047,89.6666943655649,78.1027473239276,101.010473147748,5.35336556278901,52.534343369119,0.28,7.76921736443168,8.89550161268168,Inf,6.78553510346564,0,0.0100000146615174,2.10996650921603,Inf,250,0.01,1.16844043034023e-06,1.24014822072386e-06,92.1953249800269,90.6497632780372,0,model,1,1,Miller HDD,NaN,20100,20100,0,42,41,15,0,0,20221129_171810,1,111,191.3509342,0.0525318206024684,0.638252718061579,0.393419162356971,1.73159752218731,12,5.902,5.902,5.98,5.98,1,0.000393307858344485,0.000495415318009305,0.000158161687590616,0.000175437892909167,0.000698579659100789,0.000793029876553272,191.350934227063,50,1
0.001,1e-13,2.35e-06,2.3644951397011e-06,2.39710077229999e-06,2.34852260874384e-06,2.33233301256075e-06,2.34820238201761e-06,2.34836248992239e-06,6.47677597392351e-08,3.20226726236432e-10,2.34e-06,2.32817748620285e-06,2.35942694580906e-06,2.34176623489316e-06,2.29734191045407e-06,2.34144753855788e-06,2.34160688130364e-06,6.20850353549964e-08,3.18696335285154e-10,0,500000,1,9842,480.216683295952,984.838959240957,9551.31386194903,234.158144082258,9210.1637331945,9379.18783987616,750.680815158699,341.150128754525,9793,471.566436360092,959.362951758886,9503.9139548512,231.794341749029,9165.36202567222,9333.10302402419,727.568610009856,338.551929178986,1000.9,499999.893222796,4.33250635257675e+168,1004.38355462363,5.77032952471279e-158,1002.42841563862,1003.40550893188,4.33250635257675e+168,1.95513898500622,99.2,102.378137791619,104.547184035164,99.1911432327255,100.254092871162,99.1616924117243,99.176416729033,4.29309116400159,0.0294508210012197,98.7,96.8333415925791,98.9172951161152,98.7359943303779,94.7932920423892,98.7065831123088,98.7212876260632,4.12400307372602,0.0294112180690576,250,0.01,1.1730978888449e-06,1.1724899100482e-06,949.974779351693,952.338450669502,0,model,1,1,Miller HDD,NaN,20100,20100,0,5,49,19,0,0,20221219_160340,2,111,1150.253496,0.000676833278677566,0.064238690038383,3.28881110065826e-06,2.72604078258518,12,5.902,5.902,5.98,5.98,1,0.00111650941635035,0.0219398846785885,0.00113547001365666,0.0220257329091014,0.00109789036038247,0.0218544582649708,1150.25349560717,50,1
0.001,1e-13,2.35e-06,2.43456502702802e-06,2.63672915089149e-06,2.55716039113642e-06,2.24790129423188e-06,2.20169762819938e-06,2.37278190487252e-06,3.88827856659612e-07,3.55462762937032e-07,2.34e-06,2.26221037889378e-06,2.44716477241232e-06,2.49718280043267e-06,2.09123466309545e-06,2.15738365151032e-06,2.32107331820565e-06,3.55930109316869e-07,3.39799148922348e-07,0,500000,1,988,819.549106025629,14821.7379975272,4021.78312297109,45.315922957177,259.358581744434,1021.31482259756,14776.4220745701,3762.42454122666,994,841.658585579615,18342.2786555364,4781.25361089556,38.6205655242327,230.467962713267,1049.72652577638,18303.6580900122,4550.7856481823,10029,499999.599413856,Inf,2545986.28885381,0,26.5617171614722,8223.48877919348,Inf,2545959.72713665,0.4,19.2854198962612,28.2879817948884,3.11592545084391e+236,13.1478952182553,5.9231379763592e-241,0.0135853069046661,15.1400865766331,3.11592545084391e+236,98.7,78.1121490275058,90.1753246736135,107.244524639562,67.6627209026359,93.0479500168074,99.8943600421878,22.5126037709776,14.1965746227547,250,0.01,1.17261265362841e-06,1.17332139735428e-06,1655.70674164949,1654.39170885435,0,model,1,1,Miller HDD,NaN,20100,20100,0,1,37,32,0,0,20221108_163134,3,111,1754.039472,0.00113833791936264,0.75007084383192,0.00883557374217628,3.59431030861653,12,5.902,5.902,5.98,5.98,1,0.00195023433774018,0.00242983468436277,0.00199524559146207,0.00242335733023757,0.00190400878778326,0.00243649223039228,1754.03947215053,50,10
