C_max,C_min,Ca,Cag,Cag_max,Cag_max_sim,Cag_min,Cag_min_sim,Cag_sim,Cag_span,Cag_span_sim,Cb,Cbg,Cbg_max,Cbg_max_sim,Cbg_min,Cbg_min_sim,Cbg_sim,Cbg_span,Cbg_span_sim,Eout_rail,R_max,R_min,Ra,Rag,Rag_max,Rag_max_sim,Rag_min,Rag_min_sim,Rag_sim,Rag_span,Rag_span_sim,Rb,Rbg,Rbg_max,Rbg_max_sim,Rbg_min,Rbg_min_sim,Rbg_sim,Rbg_span,Rbg_span_sim,Rs,Rsg,Rsg_max,Rsg_max_sim,Rsg_min,Rsg_min_sim,Rsg_sim,Rsg_span,Rsg_span_sim,RsolA,RsolAg,RsolAg_max,RsolAg_max_sim,RsolAg_min,RsolAg_min_sim,RsolAg_sim,RsolAg_span,RsolAg_span_sim,RsolB,RsolBg,RsolBg_max,RsolBg_max_sim,RsolBg_min,RsolBg_min_sim,RsolBg_sim,RsolBg_span,RsolBg_span_sim,Rsol_max,Rsol_min,TECabs,TECabs_sim,TERabs,TERabs_sim,Va_rail,chamber,circuitValuesKnown,cross_section,data_location,fpass,fs,fs_sim,high_RSME,idx_best12,idx_bestabs,idx_bestabs_sim,import_error,manually_validated,meas_ID,meas_idx,n_freqs,predicted_TER,resnormbest12,resnormbestabs,resnormbestabs_sim,rsme_simVSmeasured_sim,rsme_simVSmeasured_threshold_sim,signal_buffer_end,signal_buffer_end_sim,signal_buffer_start,signal_buffer_start_sim,simVSmeasured_sim,tauMEMabs,tauMEMabs_sim,taua,taua_sim,taub,taub_sim,ter_sim_sim,total_guesses,vpipette_gain_adjust
0.001,1e-13,1.07e-06,1.09086268050657e-06,1.25388734855276e-06,6.30374211662777e-07,9.49033730259312e-07,5.74580149459906e-07,6.01830963604291e-07,3.04853618293447e-07,5.57940622028708e-08,1.01e-06,1.02032864166008e-06,1.16331188896356e-06,5.11500969654573e-06,8.94919536943294e-07,2.86449565944886e-06,3.82778304946794e-06,2.6839235202027e-07,2.25051403709687e-06,0,500000,1,988,872.207808028861,1860.94066434799,172747.778229596,408.796731116116,920.210728391344,12608.1068694964,1452.14393323187,171827.567501204,994,820.309162605406,1610.53415418055,59389.9214928822,417.816114304487,134.75645846988,2828.98842153604,1192.71803987607,59255.1650344123,10029,55592.9961829737,654677331956469,2560.78933628243,4.72077017752255e-06,1342.55279559948,1854.18307682044,654677331956469,1218.23654068295,99.2,104.753456011614,116.371482160593,188.387911653635,94.295323412948,53.4494168467812,100.345523163068,22.0761587476451,134.938494806854,0.28,12.5294025213608,30.2328325584108,Inf,5.19256431692202,0,0.0100000000000005,25.0402682414888,Inf,250,0.01,5.27208702192214e-07,5.20063001952558e-07,1642.51106969726,1655.35481153966,0,model,1,1,Miller HDD,NaN,20100,20100,0,25,44,50,0,0,20221201_125932,3,111,1754.419472,613.096796137388,619.653405268758,26461.8799769464,10.5752112099456,12,5.902,5.902,5.98,5.98,1,0.000892466848446262,0.0102348469037161,0.000951458947425125,0.0075879491064949,0.000836984933622491,0.0108287539270967,1754.41947215053,50,1
0.001,1e-13,1.07e-06,1.24429199535331e-06,1.87781882775026e-06,1.26839403020402e-06,8.24500503893252e-07,1.26290002758619e-06,1.26564404780128e-06,1.05331832385701e-06,5.49400261783244e-09,9.2e-08,9.11447408402049e-08,9.39416458407466e-08,9.08074134951945e-08,8.84311075080701e-08,9.07791063141927e-08,9.07932588015053e-08,5.51053833267649e-09,2.83071810018159e-11,0,500000,1,9837,8158.19421536222,14477.417266428,7772.01535666906,4597.23800390198,7725.41808943105,7748.68169611755,9880.17926252604,46.5972672380112,9790,9462.05255348383,11087.2313419578,9194.52903919933,8075.09429212296,9179.1297696602,9186.82617783311,3012.1370498348,15.3992695391244,1000.9,1000.26108166684,1020.39874869982,1009.18820638215,980.52083342142,1008.96794322037,1009.07806879134,39.8779152784026,0.22026316177994,0.4,22.1081311586432,20008327.4027173,63.3575925173062,2.44283019509863e-05,0.0497991539829397,1.77627545886264,20008327.4026929,63.3077933633233,98.7,80.7936677231528,3446.24001888204,103.884420984057,1.89412713809666,91.1776054090418,97.3238549618291,3444.34589174394,12.7068155750153,250,0.01,8.49240314964533e-08,8.47160034770828e-08,946.528807577995,952.334572331478,0,model,1,1,Miller HDD,NaN,20100,20100,0,11,23,20,0,0,20221117_175625,2,111,1051.434668,301.138843555144,301.15126992868,0.00350083373383741,2.68392056432328,12,5.902,5.902,5.98,5.98,1,0.00585046961927796,0.00570157473183107,0.0101511757587129,0.00980707286699793,0.000862416327803683,0.000834101886728446,1051.43466809515,50,1
0.001,1e-13,1.07e-06,1.0221676906077e-06,1.21928923041808e-06,1.06955660798964e-06,8.56914636541181e-07,1.06792614264486e-06,1.0687410643887e-06,3.62374593876901e-07,1.63046534478941e-09,1.01e-06,1.04133435555835e-06,1.24669016446313e-06,1.01186424292596e-06,8.69804921043146e-07,1.0104004410103e-06,1.01113207707744e-06,3.76885243419981e-07,1.46380191566653e-09,0,500000,1,988,3510.02216013458,7780903908306.95,1029.58574432823,1.58339644208723e-06,984.954481127455,1007.02288582784,7780903908306.95,44.6312632007729,994,3285.53709682767,6174148691550.58,1034.16274797735,1.74837934003818e-06,990.107374303922,1011.89533203923,6174148691550.58,44.055373673424,100.3,95.9279302359579,129.878713354228,100.316348972795,70.8520092454031,100.097802055742,100.207015934183,59.0267041088249,0.218546917052606,0.35,0.226453833095611,Inf,1.84997424240527,0,0.116652772881055,0.46454776410516,Inf,1.73332146952422,0.28,1.39446680318814,8.48734584777093e+72,7.98587264097101,2.29110218915429e-73,0.00343574293154143,0.165642402416791,8.48734584777093e+72,7.98243689803947,250,0.01,5.15831004553258e-07,5.19569367356483e-07,94.59263532074,95.4685295614724,0,model,1,1,Miller HDD,NaN,20100,20100,0,35,33,45,0,0,20221018_192722,3,111,96.09876051,274.476931273471,277.273636736134,0.000275708325913682,1.6439896544281,12,5.902,5.902,5.98,5.98,1,0.00350183705151067,0.00104976732966229,0.00358783124540662,0.00107624671086343,0.00342134265538809,0.00102315982886979,96.0987605052106,50,10
0.001,1e-13,1.07e-06,1.76422852783356e-06,2.16293805045168e-06,2.48003366441731e-06,1.43901592455308e-06,2.40466197242516e-06,2.44205705157732e-06,7.23922125898603e-07,7.53716919921518e-08,2.34e-06,1.19382354337878e-06,1.37184621203729e-06,1.05647459366606e-06,1.03890264099568e-06,1.04229561017536e-06,1.04936115386454e-06,3.32943571041606e-07,1.41789834906943e-08,0,500000,1,9837,8605.36956226424,1368417.13624356,1235.03888306265,54.1153595214579,1099.77250931631,1165.44489853834,1368363.02088404,135.266373746342,994,9738.20372342673,1162200.19168132,1346.42877649455,81.5974841836589,1216.50750118774,1279.82057587017,1162118.59419714,129.921275306809,100.3,99.6244585244876,102.451395226699,103.792039918663,96.8755253584956,103.300435930887,103.545946177308,5.5758698682035,0.491603987776216,0.4,9.10172041175131,42082.9396337875,22.8328998324186,0.00196852489808432,16.8946310725606,19.6406063802889,42082.9376652626,5.93826875985802,98.7,90.0854355070152,211.32146788664,82.4680698819042,38.4030348248478,76.5499821072181,79.4539443569454,172.918433061792,5.91808777468606,250,0.01,7.12015036153498e-07,7.33971026860103e-07,99.0863179658954,99.3393725237379,0,model,1,1,Miller HDD,NaN,20100,20100,0,22,7,50,0,0,20221117_174837,1,111,198.4796987,197.396276616289,199.677177028938,0.745917422523779,1.5701430111356,12,5.902,5.902,5.98,5.98,1,0.0135135750340736,0.00212969146053227,0.0151818384742972,0.00284608293270036,0.0116256968752457,0.00134299399623471,198.479698663471,50,1
0.001,1e-13,2.35e-06,2.55137065468291e-06,2.64935521397729e-06,2.56529865853665e-06,2.45700998614106e-06,2.55878834154066e-06,2.56204143214615e-06,1.92345227836227e-07,6.51031699599386e-09,2.34e-06,2.19186115116986e-06,2.26971585568154e-06,2.16423853478329e-06,2.11667698138587e-06,2.15927900662804e-06,2.16175734843044e-06,1.53038874295669e-07,4.95952815524853e-09,0,500000,1,988,708.329131386201,824.196877131051,670.455826373994,608.750375416131,663.999668697909,667.219938692568,215.44650171492,6.45615767608524,98.9,102.349663030119,104.279012899575,103.094443886469,100.456009614007,102.969658454669,103.032032279111,3.82300328556761,0.124785431799523,1000.9,1410.67577924239,1770.07725855691,1624.58619831864,1124.24819002732,1596.8117117979,1610.63908691563,645.829068529587,27.7744865207408,99.2,106.956714375105,127.698581192791,105.449568405753,89.5839142695477,104.276321705051,104.861304201011,38.1146669232434,1.17324670070204,98.7,97.6003899258813,118.526742949919,93.6266420775712,80.3686651349984,92.4532772712586,93.038109933374,38.1580778149207,1.17336480631265,250,0.01,1.17899576683853e-06,1.17246990191423e-06,514.823231549628,521.064551488399,0,model,1,1,Miller HDD,NaN,20100,20100,0,41,26,17,0,0,20221214_165635,2,111,718.9643788,217.094022786949,217.555219899413,0.217652809192666,4.44890669890941,12,5.902,5.902,5.98,5.98,1,0.000424176942212482,0.000421599273301506,0.00180721015967579,0.00170944512728437,0.000224336250231043,0.00022273025290309,718.964378771913,50,1
0.001,1e-13,1.07e-06,1.00756998724353e-06,1.10579456631896e-06,8.95843004134223e-07,9.18070417521922e-07,8.86881382060564e-07,8.9135093067537e-07,1.87724148797038e-07,8.96162207365899e-09,2.34e-06,4.11804021091367e-06,5.73404528607187e-06,4.24739271568072e-06,2.95746795371392e-06,4.07463555266536e-06,4.16011747014967e-06,2.77657733235796e-06,1.72757163015359e-07,0,500000,1,99.2,78.6718470979489,84.689504792462,91.8667475313229,73.0817772635499,90.933731247787,91.399048849655,11.6077275289121,0.933016283535906,994,168.098190059364,319.487277407687,189.190947323549,88.444841154586,174.954617319792,181.933586204858,231.042436253101,14.2363300037572,100.3,129.178305246002,164.302438347382,140.341284352109,101.562914793438,136.459730183899,138.386898933211,62.7395235539438,3.88155416820936,99.2,91.6056247782837,111.335843425666,81.7790634965861,75.3718679701064,79.6415789833205,80.7032449449546,35.9639754555592,2.13748451326559,98.7,113.553988123149,132.874572366817,118.266381771986,97.0427071861081,116.132167393561,117.194416441122,35.8318651807087,2.13421437842459,250,0.01,8.09506295322726e-07,7.34068647867051e-07,84.7917960794645,91.872385495231,0,model,1,1,Miller HDD,NaN,20100,20100,0,31,39,18,0,0,20221212_163928,1,111,289.7709342,171.389078497014,171.607054349222,0.576633667548601,2.36538445186547,12,5.902,5.902,5.98,5.98,1,0.000274685372347442,0.000307312841991859,7.92673919769051e-05,8.14686272549835e-05,0.00069223510604627,0.00075686509037781,289.770934227063,50,1
0.001,1e-13,9.2e-08,9.3708031448168e-08,9.43754078406898e-08,9.24304909435165e-08,9.30453744127275e-08,9.02578751117734e-08,9.13377233573282e-08,1.33003342796227e-09,2.17261583174312e-09,2.34e-06,2.35415365435855e-06,2.64741119585345e-06,4.00038915189384e-06,2.0933806720354e-06,2.00915535025724e-06,2.83503144032628e-06,5.54030523818055e-07,1.9912338016366e-06,0,500000,1,988,981.505462424646,1033.75768214273,1058.48313019416,931.894378547803,777.306009999428,907.064109411746,101.86330359493,281.177120194729,994,995.096527561066,1185.05987089669,1220.47745650798,835.584027003492,465.63078196142,753.851359645983,349.475843893193,754.846674546561,10029,9781.49304810762,17168.4622619917,5.26591080134158e+42,5572.86988142165,4.15460161367089e-32,467736.694227647,11595.5923805701,5.26591080134158e+42,0.35,0.0100000000000006,3.63643110009964e+175,6.06659531657904e+96,2.74994898149653e-180,4.27062173657621e-98,0.50900033227881,3.63643110009964e+175,6.06659531657904e+96,0.28,11.1518350455327,15.2894631091568,Inf,8.13393014489111,0,0.0139822868502101,7.15553296426569,Inf,250,0.01,9.01207392376619e-08,8.84868937997892e-08,1644.32406450902,1655.03848941751,0,model,1,1,Miller HDD,NaN,20100,20100,0,16,30,19,0,0,20221018_182244,3,111,1655.569472,670.100855624622,1681.10850941527,1247.64651934563,3.00611356618067,12,5.902,5.902,5.98,5.98,1,0.00120955488056199,0.00120477317050141,9.19749447394374e-05,8.28491706928113e-05,0.00234261012679739,0.00213719230592908,1655.56947215053,50,10
0.001,1e-13,9.2e-08,9.76654539703612e-08,1.13919448584102e-07,9.18612791556573e-08,8.37305746980934e-08,9.15793386739468e-08,9.1720200582085e-08,3.01888738860084e-08,2.81940481710545e-10,2.34e-06,2.58274117264907e-06,3.28273273027295e-06,2.54683783560211e-06,2.03201189770392e-06,2.53489515465923e-06,2.54085947843846e-06,1.25072083256903e-06,1.19426809428833e-08,0,500000,1,99.2,93.3051618433874,106.720443140193,95.6371835945165,81.576246972516,95.3831107594508,95.5100626924603,25.1441961676767,0.254072835065671,994,634.696639438276,1814.90181504503,659.882767016182,221.962323677684,646.377858602982,653.095406409301,1592.93949136734,13.5049084131998,1000.9,1776.39356565781,17188.1896689107,1766.99744254576,183.589671797615,1693.76094601476,1729.99169359046,17004.5999971131,73.2364965310026,99.2,100.155093168087,119.993281714604,95.291178179638,83.5967026167872,94.9426318779791,95.1167453770801,36.3965790978165,0.348546301658928,98.7,104.005781480318,122.195781224786,102.945263208769,88.5235355337912,102.625901930173,102.785458534945,33.6722456909948,0.319361278596205,250,0.01,9.41068368543952e-08,8.85246296134799e-08,516.379215780308,522.505739462614,0,model,1,1,Miller HDD,NaN,20100,20100,0,20,8,7,0,0,20221209_162613,2,111,720.4079414,262.768762132676,263.36714927727,0.0239196868462693,3.1028691810533,12,5.902,5.902,5.98,5.98,1,0.000218041970612317,0.000219358409378228,9.11269098921245e-06,8.76020210775998e-06,0.00163925714281924,0.00165942365369969,720.407941359057,50,1
0.001,1e-13,9.2e-08,8.99929068083233e-08,9.49779372047033e-08,9.2090769547198e-08,8.52695216822471e-08,9.19049299009452e-08,9.19978027985415e-08,9.70841552245616e-09,1.85839646252758e-10,9.2e-08,9.32933585207037e-08,9.86956577179202e-08,9.20955981178168e-08,8.81867646999046e-08,9.19087241056011e-08,9.20021136645824e-08,1.05088930180157e-08,1.86874012215664e-10,0,500000,1,9837,11018.6016536815,15246.9780988774,9892.5200637636,7962.86199240042,9784.32870887342,9838.27566512489,7284.11610647702,108.191354890176,994,993.715787221025,1025.71028358459,994.544556458552,962.719280069365,993.4296934228,993.986968635874,62.9910035152255,1.11486303575191,10029,9168.97660813459,11487.4902382308,10073.8966847915,7318.40726712706,9982.14987486641,10027.9183548486,4169.08297110374,91.74680992514,0.4,0.0730463217560056,Inf,1.58614332041183e+94,0,3.35495874441554e-98,0.0230682582843006,Inf,1.58614332041183e+94,0.28,6.24308012146082,7.58538509204424e+21,1527.26921763945,5.13830859343692e-21,0.000282422732600876,0.656761407105302,7.58538509204424e+21,1527.26893521672,250,0.01,4.58067084520356e-08,4.59999790905316e-08,5199.9022047536,5207.29160254863,0,model,1,1,Miller HDD,NaN,20100,20100,0,1,4,37,0,0,20221219_171012,1,111,5207.971419,2323.60480381858,2330.31317062029,0.546157270119693,10.205897086624,12,5.902,5.902,5.98,5.98,1,0.000167067430723288,0.000166110896682991,0.000991595991777796,0.000905099744517849,9.27070832048944e-05,9.14489020695514e-05,5207.9714189837,50,1
0.001,1e-13,9.2e-08,9.20337496690293e-08,9.45750975984954e-08,9.29689435156622e-08,8.95606908501494e-08,9.25843635760283e-08,9.27764542744187e-08,5.01440674834596e-09,3.84579939633879e-10,2.34e-06,2.12291936698793e-06,3.86630422550474e-06,2.00831308435446e-06,1.16565753129375e-06,1.84931611198658e-06,1.92717558743623e-06,2.700646694211e-06,1.58996972367872e-07,0,500000,1,988,884.884700483608,1068.31850838389,1046.12771221298,732.947081797254,1019.24093464782,1032.5968173285,335.371426586632,26.886777565156,98.9,93.7433353855575,177.041959850065,125.522436551786,49.6368936304784,114.944182916538,120.116917655833,127.405066219587,10.5782536352484,10029,499994.454932453,2.28638859821812e+56,7194.40565948333,1.09340317371259e-45,5995.25733597441,6567.51957043093,2.28638859821812e+56,1199.14832350892,0.4,14.96200631693,63.4813618834863,1.88474389646828e+83,3.52641509863524,5.30577023918565e-88,0.0100000090371802,59.9549467848511,1.88474389646828e+83,98.7,88.2121723436899,112.808746124387,101.094645868985,68.9785820419707,97.1587794721237,99.1071763486237,43.8301640824162,3.93586639686167,250,0.01,8.82096456668075e-08,8.85152291116451e-08,976.716330699469,980.6011961198,0,model,1,1,Miller HDD,NaN,20100,20100,0,3,34,43,0,0,20221102_174402,3,111,1079.72416,733.591420775213,750.339043003716,4.57824073087464,3.3848528803989,12,5.902,5.902,5.98,5.98,1,0.000187747417819994,0.000217347451246639,8.14392570102624e-05,9.58006714067877e-05,0.000199009542216045,0.000231486391344408,1079.72415998705,50,10
